,order_id,order_date,order_customer_id,order_status
35,36,2013-07-25 00:00:00.0,5649,PENDING
36,37,2013-07-25 00:00:00.0,5863,CLOSED
37,38,2013-07-25 00:00:00.0,11586,PROCESSING
38,39,2013-07-25 00:00:00.0,8214,PENDING
39,40,2013-07-25 00:00:00.0,12092,PENDING_PAYMENT
40,41,2013-07-25 00:00:00.0,8136,PENDING_PAYMENT
41,42,2013-07-25 00:00:00.0,9776,PENDING
42,43,2013-07-25 00:00:00.0,7776,PENDING_PAYMENT
43,44,2013-07-25 00:00:00.0,10500,PENDING
44,45,2013-07-25 00:00:00.0,2636,COMPLETE
45,46,2013-07-25 00:00:00.0,1549,ON_HOLD
46,47,2013-07-25 00:00:00.0,8487,PENDING_PAYMENT
47,48,2013-07-25 00:00:00.0,12186,PROCESSING
48,49,2013-07-25 00:00:00.0,1871,PENDING
49,50,2013-07-25 00:00:00.0,5225,CANCELED
50,51,2013-07-25 00:00:00.0,12271,CLOSED
51,52,2013-07-25 00:00:00.0,5126,PENDING_PAYMENT
52,53,2013-07-25 00:00:00.0,4701,PROCESSING
53,54,2013-07-25 00:00:00.0,10628,PENDING_PAYMENT
54,55,2013-07-25 00:00:00.0,2052,PENDING
55,56,2013-07-25 00:00:00.0,10519,COMPLETE
56,57,2013-07-25 00:00:00.0,7073,CLOSED
57,58,2013-07-25 00:00:00.0,9213,PENDING_PAYMENT
58,59,2013-07-25 00:00:00.0,11644,PENDING_PAYMENT
59,60,2013-07-25 00:00:00.0,8365,PENDING_PAYMENT
60,61,2013-07-25 00:00:00.0,4791,CLOSED
61,62,2013-07-25 00:00:00.0,9111,CLOSED
62,63,2013-07-25 00:00:00.0,1148,COMPLETE
63,64,2013-07-25 00:00:00.0,5579,PENDING_PAYMENT
64,65,2013-07-25 00:00:00.0,5903,COMPLETE
65,66,2013-07-25 00:00:00.0,1792,ON_HOLD
66,67,2013-07-25 00:00:00.0,1406,COMPLETE
67,68,2013-07-25 00:00:00.0,4320,PENDING
68,69,2013-07-25 00:00:00.0,2821,SUSPECTED_FRAUD
69,70,2013-07-25 00:00:00.0,11809,PENDING_PAYMENT
70,71,2013-07-25 00:00:00.0,8646,COMPLETE
71,72,2013-07-25 00:00:00.0,4349,COMPLETE
72,73,2013-07-25 00:00:00.0,8504,PENDING_PAYMENT
73,74,2013-07-25 00:00:00.0,662,PENDING_PAYMENT
74,75,2013-07-25 00:00:00.0,2505,PENDING_PAYMENT
75,76,2013-07-25 00:00:00.0,6898,COMPLETE
76,77,2013-07-25 00:00:00.0,7915,PENDING_PAYMENT
77,78,2013-07-25 00:00:00.0,8619,PAYMENT_REVIEW
78,79,2013-07-25 00:00:00.0,7327,PENDING_PAYMENT
79,80,2013-07-25 00:00:00.0,3007,COMPLETE
80,81,2013-07-25 00:00:00.0,674,PROCESSING
81,82,2013-07-25 00:00:00.0,3566,PENDING_PAYMENT
82,83,2013-07-25 00:00:00.0,1265,COMPLETE
83,84,2013-07-25 00:00:00.0,6789,PROCESSING
84,85,2013-07-25 00:00:00.0,1485,PENDING
85,86,2013-07-25 00:00:00.0,6680,PENDING_PAYMENT
86,87,2013-07-25 00:00:00.0,3065,CLOSED
87,88,2013-07-25 00:00:00.0,3809,COMPLETE
88,89,2013-07-25 00:00:00.0,824,ON_HOLD
89,90,2013-07-25 00:00:00.0,9131,CLOSED
90,91,2013-07-25 00:00:00.0,8912,COMPLETE
91,92,2013-07-25 00:00:00.0,6932,COMPLETE
92,93,2013-07-25 00:00:00.0,2256,PENDING_PAYMENT
93,94,2013-07-25 00:00:00.0,11589,PROCESSING
94,95,2013-07-25 00:00:00.0,9032,COMPLETE
95,96,2013-07-25 00:00:00.0,8683,PENDING
96,97,2013-07-25 00:00:00.0,10784,PENDING
97,98,2013-07-25 00:00:00.0,5243,COMPLETE
98,99,2013-07-25 00:00:00.0,11542,PENDING_PAYMENT
99,100,2013-07-25 00:00:00.0,12131,PROCESSING
100,101,2013-07-25 00:00:00.0,5116,CLOSED
101,102,2013-07-25 00:00:00.0,8027,COMPLETE
102,103,2013-07-25 00:00:00.0,12256,PROCESSING
103,104,2013-07-25 00:00:00.0,7790,PENDING_PAYMENT
104,105,2013-07-26 00:00:00.0,8220,COMPLETE
105,106,2013-07-26 00:00:00.0,395,PROCESSING
106,107,2013-07-26 00:00:00.0,1845,COMPLETE
107,108,2013-07-26 00:00:00.0,12149,PROCESSING
108,109,2013-07-26 00:00:00.0,9345,PENDING_PAYMENT
109,110,2013-07-26 00:00:00.0,2746,COMPLETE
110,111,2013-07-26 00:00:00.0,4271,PROCESSING
111,112,2013-07-26 00:00:00.0,5375,CANCELED
112,113,2013-07-26 00:00:00.0,10216,PENDING_PAYMENT
113,114,2013-07-26 00:00:00.0,2091,COMPLETE
114,115,2013-07-26 00:00:00.0,104,PROCESSING
115,116,2013-07-26 00:00:00.0,8763,CLOSED
116,117,2013-07-26 00:00:00.0,58,SUSPECTED_FRAUD
117,118,2013-07-26 00:00:00.0,1737,COMPLETE
118,119,2013-07-26 00:00:00.0,8124,PENDING_PAYMENT
119,120,2013-07-26 00:00:00.0,356,PENDING_PAYMENT
120,121,2013-07-26 00:00:00.0,2074,PENDING
121,122,2013-07-26 00:00:00.0,2071,PROCESSING
122,123,2013-07-26 00:00:00.0,3695,PENDING_PAYMENT
123,124,2013-07-26 00:00:00.0,2374,COMPLETE
124,125,2013-07-26 00:00:00.0,4611,PENDING_PAYMENT
125,126,2013-07-26 00:00:00.0,610,COMPLETE
126,127,2013-07-26 00:00:00.0,5261,PENDING_PAYMENT
127,128,2013-07-26 00:00:00.0,2772,PENDING_PAYMENT
128,129,2013-07-26 00:00:00.0,9937,CLOSED
129,130,2013-07-26 00:00:00.0,7509,PENDING_PAYMENT
130,131,2013-07-26 00:00:00.0,10072,PROCESSING
131,132,2013-07-26 00:00:00.0,289,PENDING
132,133,2013-07-26 00:00:00.0,10604,CLOSED
133,134,2013-07-26 00:00:00.0,12081,PENDING_PAYMENT
134,135,2013-07-26 00:00:00.0,7738,COMPLETE
135,136,2013-07-26 00:00:00.0,9126,PENDING_PAYMENT
136,137,2013-07-26 00:00:00.0,4211,COMPLETE
137,138,2013-07-26 00:00:00.0,10904,PROCESSING
138,139,2013-07-26 00:00:00.0,7933,COMPLETE
139,140,2013-07-26 00:00:00.0,4257,PENDING_PAYMENT
140,141,2013-07-26 00:00:00.0,12128,COMPLETE
141,142,2013-07-26 00:00:00.0,5760,PENDING_PAYMENT
142,143,2013-07-26 00:00:00.0,10495,COMPLETE
143,144,2013-07-26 00:00:00.0,2158,PROCESSING
144,145,2013-07-26 00:00:00.0,494,ON_HOLD
145,146,2013-07-26 00:00:00.0,8177,COMPLETE
146,147,2013-07-26 00:00:00.0,275,PENDING_PAYMENT
147,148,2013-07-26 00:00:00.0,5383,PROCESSING
148,149,2013-07-26 00:00:00.0,11431,COMPLETE
149,150,2013-07-26 00:00:00.0,236,PROCESSING
150,151,2013-07-26 00:00:00.0,2493,ON_HOLD
151,152,2013-07-26 00:00:00.0,3611,COMPLETE
152,153,2013-07-26 00:00:00.0,8876,COMPLETE
153,154,2013-07-26 00:00:00.0,9993,ON_HOLD
154,155,2013-07-26 00:00:00.0,9044,PENDING_PAYMENT
155,156,2013-07-26 00:00:00.0,5200,ON_HOLD
156,157,2013-07-26 00:00:00.0,8986,ON_HOLD
157,158,2013-07-26 00:00:00.0,12345,PENDING
158,159,2013-07-26 00:00:00.0,10974,PENDING_PAYMENT
159,160,2013-07-26 00:00:00.0,6762,COMPLETE
160,161,2013-07-26 00:00:00.0,4513,PENDING_PAYMENT
161,162,2013-07-26 00:00:00.0,3304,PENDING_PAYMENT
162,163,2013-07-26 00:00:00.0,3348,COMPLETE
163,164,2013-07-26 00:00:00.0,2962,PROCESSING
164,165,2013-07-26 00:00:00.0,1222,PENDING_PAYMENT
165,166,2013-07-26 00:00:00.0,7834,PROCESSING
166,167,2013-07-26 00:00:00.0,1347,PENDING
167,168,2013-07-26 00:00:00.0,11794,PENDING_PAYMENT
168,169,2013-07-26 00:00:00.0,2611,ON_HOLD
169,170,2013-07-26 00:00:00.0,6295,PAYMENT_REVIEW
170,171,2013-07-26 00:00:00.0,1980,COMPLETE
171,172,2013-07-26 00:00:00.0,11382,COMPLETE
172,173,2013-07-26 00:00:00.0,9027,ON_HOLD
173,174,2013-07-26 00:00:00.0,3358,COMPLETE
174,175,2013-07-26 00:00:00.0,384,COMPLETE
175,176,2013-07-26 00:00:00.0,2897,PENDING_PAYMENT
176,177,2013-07-26 00:00:00.0,9151,PENDING_PAYMENT
177,178,2013-07-26 00:00:00.0,8503,COMPLETE
178,179,2013-07-26 00:00:00.0,6506,COMPLETE
179,180,2013-07-26 00:00:00.0,10215,ON_HOLD
180,181,2013-07-26 00:00:00.0,7473,PENDING
181,182,2013-07-26 00:00:00.0,10984,COMPLETE
182,183,2013-07-26 00:00:00.0,12105,COMPLETE
183,184,2013-07-26 00:00:00.0,210,COMPLETE
184,185,2013-07-26 00:00:00.0,10966,PENDING_PAYMENT
185,186,2013-07-26 00:00:00.0,1104,COMPLETE
186,187,2013-07-26 00:00:00.0,1378,PAYMENT_REVIEW
187,188,2013-07-26 00:00:00.0,2889,PENDING
188,189,2013-07-26 00:00:00.0,10177,PENDING
189,190,2013-07-26 00:00:00.0,11115,PENDING
190,191,2013-07-26 00:00:00.0,16,CLOSED
191,192,2013-07-26 00:00:00.0,5293,PROCESSING
192,193,2013-07-26 00:00:00.0,6174,PROCESSING
193,194,2013-07-26 00:00:00.0,2550,PENDING_PAYMENT
194,195,2013-07-26 00:00:00.0,12096,PROCESSING
195,196,2013-07-26 00:00:00.0,2765,PROCESSING
196,197,2013-07-26 00:00:00.0,6370,PROCESSING
197,198,2013-07-26 00:00:00.0,7436,PENDING_PAYMENT
198,199,2013-07-26 00:00:00.0,4608,ON_HOLD
199,200,2013-07-26 00:00:00.0,11116,PAYMENT_REVIEW
200,201,2013-07-26 00:00:00.0,9055,CLOSED
201,202,2013-07-26 00:00:00.0,8524,PENDING_PAYMENT
202,203,2013-07-26 00:00:00.0,11791,PENDING_PAYMENT
203,204,2013-07-26 00:00:00.0,7604,PENDING_PAYMENT
204,205,2013-07-26 00:00:00.0,3109,PROCESSING
205,206,2013-07-26 00:00:00.0,8994,PENDING
206,207,2013-07-26 00:00:00.0,11643,COMPLETE
207,208,2013-07-26 00:00:00.0,7923,PROCESSING
208,209,2013-07-26 00:00:00.0,3627,PENDING
209,210,2013-07-26 00:00:00.0,10102,COMPLETE
210,211,2013-07-26 00:00:00.0,10372,CLOSED
211,212,2013-07-26 00:00:00.0,3190,PENDING
212,213,2013-07-26 00:00:00.0,11715,CLOSED
213,214,2013-07-26 00:00:00.0,3925,COMPLETE
214,215,2013-07-26 00:00:00.0,5925,CLOSED
215,216,2013-07-26 00:00:00.0,7282,PENDING
216,217,2013-07-26 00:00:00.0,5420,PROCESSING
217,218,2013-07-26 00:00:00.0,3935,COMPLETE
218,219,2013-07-26 00:00:00.0,10655,PROCESSING
219,220,2013-07-26 00:00:00.0,1383,COMPLETE
220,221,2013-07-26 00:00:00.0,11871,CLOSED
221,222,2013-07-26 00:00:00.0,8309,CLOSED
222,223,2013-07-26 00:00:00.0,9068,PENDING
223,224,2013-07-26 00:00:00.0,11938,CLOSED
224,225,2013-07-26 00:00:00.0,11275,COMPLETE
225,226,2013-07-26 00:00:00.0,9356,PENDING_PAYMENT
226,227,2013-07-26 00:00:00.0,7410,CLOSED
227,228,2013-07-26 00:00:00.0,6070,ON_HOLD
228,229,2013-07-26 00:00:00.0,618,PENDING
229,230,2013-07-26 00:00:00.0,4921,PENDING_PAYMENT
230,231,2013-07-26 00:00:00.0,3960,COMPLETE
231,232,2013-07-26 00:00:00.0,1780,PENDING_PAYMENT
232,233,2013-07-26 00:00:00.0,12316,COMPLETE
233,234,2013-07-26 00:00:00.0,1010,ON_HOLD
234,235,2013-07-26 00:00:00.0,4285,PENDING_PAYMENT
235,236,2013-07-26 00:00:00.0,9785,COMPLETE
236,237,2013-07-26 00:00:00.0,11438,PENDING_PAYMENT
237,238,2013-07-26 00:00:00.0,4939,PENDING_PAYMENT
238,239,2013-07-26 00:00:00.0,5058,COMPLETE
239,240,2013-07-26 00:00:00.0,32,PENDING
240,241,2013-07-26 00:00:00.0,948,CLOSED
241,242,2013-07-26 00:00:00.0,3237,PAYMENT_REVIEW
242,243,2013-07-26 00:00:00.0,32,ON_HOLD
243,244,2013-07-26 00:00:00.0,6910,PENDING_PAYMENT
244,245,2013-07-26 00:00:00.0,5191,CLOSED
245,246,2013-07-26 00:00:00.0,9616,SUSPECTED_FRAUD
246,247,2013-07-26 00:00:00.0,173,COMPLETE
247,248,2013-07-26 00:00:00.0,11707,COMPLETE
248,249,2013-07-26 00:00:00.0,7650,CLOSED
249,250,2013-07-26 00:00:00.0,11668,COMPLETE
250,251,2013-07-26 00:00:00.0,568,PENDING
251,252,2013-07-26 00:00:00.0,9708,COMPLETE
252,253,2013-07-26 00:00:00.0,45,COMPLETE
253,254,2013-07-26 00:00:00.0,9395,COMPLETE
254,255,2013-07-26 00:00:00.0,10346,COMPLETE
255,256,2013-07-26 00:00:00.0,4199,CLOSED
256,257,2013-07-26 00:00:00.0,3273,PROCESSING
257,258,2013-07-26 00:00:00.0,1137,COMPLETE
258,259,2013-07-26 00:00:00.0,3454,COMPLETE
259,260,2013-07-26 00:00:00.0,5135,CLOSED
260,261,2013-07-26 00:00:00.0,5128,COMPLETE
261,262,2013-07-26 00:00:00.0,11475,CLOSED
262,263,2013-07-26 00:00:00.0,8026,COMPLETE
263,264,2013-07-26 00:00:00.0,230,COMPLETE
264,265,2013-07-26 00:00:00.0,488,PENDING_PAYMENT
265,266,2013-07-26 00:00:00.0,11085,COMPLETE
266,267,2013-07-26 00:00:00.0,6989,CLOSED
267,268,2013-07-26 00:00:00.0,5578,CLOSED
268,269,2013-07-26 00:00:00.0,11887,PROCESSING
269,270,2013-07-26 00:00:00.0,5689,COMPLETE
270,271,2013-07-26 00:00:00.0,815,COMPLETE
271,272,2013-07-26 00:00:00.0,428,CLOSED
272,273,2013-07-26 00:00:00.0,10665,PENDING_PAYMENT
273,274,2013-07-26 00:00:00.0,3365,PENDING
274,275,2013-07-26 00:00:00.0,10942,PENDING_PAYMENT
275,276,2013-07-26 00:00:00.0,2221,PENDING_PAYMENT
276,277,2013-07-26 00:00:00.0,3732,PENDING
277,278,2013-07-26 00:00:00.0,488,PAYMENT_REVIEW
278,279,2013-07-26 00:00:00.0,10372,COMPLETE
279,280,2013-07-26 00:00:00.0,11836,PENDING
280,281,2013-07-26 00:00:00.0,827,PENDING_PAYMENT
281,282,2013-07-26 00:00:00.0,3551,PENDING_PAYMENT
282,283,2013-07-26 00:00:00.0,11466,COMPLETE
283,284,2013-07-26 00:00:00.0,861,PROCESSING
284,285,2013-07-26 00:00:00.0,5011,CLOSED
285,286,2013-07-26 00:00:00.0,9824,ON_HOLD
286,287,2013-07-26 00:00:00.0,8122,COMPLETE
287,288,2013-07-26 00:00:00.0,8667,COMPLETE
288,289,2013-07-26 00:00:00.0,1195,PENDING_PAYMENT
289,290,2013-07-26 00:00:00.0,6446,COMPLETE
290,291,2013-07-26 00:00:00.0,5506,PROCESSING
291,292,2013-07-26 00:00:00.0,11971,PENDING_PAYMENT
292,293,2013-07-26 00:00:00.0,4731,PROCESSING
293,294,2013-07-26 00:00:00.0,11394,CLOSED
294,295,2013-07-26 00:00:00.0,1937,PENDING
295,296,2013-07-26 00:00:00.0,6665,COMPLETE
296,297,2013-07-26 00:00:00.0,2281,PENDING
297,298,2013-07-26 00:00:00.0,4967,COMPLETE
298,299,2013-07-26 00:00:00.0,9202,PENDING_PAYMENT
299,300,2013-07-26 00:00:00.0,11326,CLOSED
300,301,2013-07-26 00:00:00.0,11999,COMPLETE
301,302,2013-07-26 00:00:00.0,3577,COMPLETE
302,303,2013-07-26 00:00:00.0,1682,PENDING_PAYMENT
303,304,2013-07-26 00:00:00.0,1869,COMPLETE
304,305,2013-07-26 00:00:00.0,5618,ON_HOLD
305,306,2013-07-26 00:00:00.0,137,COMPLETE
306,307,2013-07-26 00:00:00.0,8818,PENDING
307,308,2013-07-26 00:00:00.0,6829,PENDING_PAYMENT
308,309,2013-07-26 00:00:00.0,10396,COMPLETE
309,310,2013-07-26 00:00:00.0,1256,COMPLETE
310,311,2013-07-26 00:00:00.0,410,COMPLETE
311,312,2013-07-26 00:00:00.0,1122,COMPLETE
312,313,2013-07-26 00:00:00.0,7543,CLOSED
313,314,2013-07-26 00:00:00.0,10033,PENDING_PAYMENT
314,315,2013-07-26 00:00:00.0,4375,PENDING_PAYMENT
315,316,2013-07-26 00:00:00.0,3870,PROCESSING
316,317,2013-07-26 00:00:00.0,1450,COMPLETE
317,318,2013-07-26 00:00:00.0,8829,PENDING_PAYMENT
318,319,2013-07-26 00:00:00.0,10445,COMPLETE
319,320,2013-07-26 00:00:00.0,10698,SUSPECTED_FRAUD
320,321,2013-07-26 00:00:00.0,4282,ON_HOLD
321,322,2013-07-26 00:00:00.0,2864,COMPLETE
322,323,2013-07-26 00:00:00.0,3020,PENDING_PAYMENT
323,324,2013-07-26 00:00:00.0,76,COMPLETE
324,325,2013-07-26 00:00:00.0,4759,PENDING
325,326,2013-07-26 00:00:00.0,1604,PENDING_PAYMENT
326,327,2013-07-26 00:00:00.0,12107,PENDING
327,328,2013-07-26 00:00:00.0,1149,COMPLETE
328,329,2013-07-26 00:00:00.0,1944,SUSPECTED_FRAUD
329,330,2013-07-26 00:00:00.0,5175,COMPLETE
330,331,2013-07-26 00:00:00.0,4797,PENDING_PAYMENT
331,332,2013-07-26 00:00:00.0,4171,COMPLETE
332,333,2013-07-26 00:00:00.0,2071,PENDING_PAYMENT
333,334,2013-07-26 00:00:00.0,3752,PENDING_PAYMENT
334,335,2013-07-26 00:00:00.0,7710,PENDING
335,336,2013-07-26 00:00:00.0,5479,PENDING
336,337,2013-07-26 00:00:00.0,6747,COMPLETE
337,338,2013-07-26 00:00:00.0,4666,COMPLETE
338,339,2013-07-26 00:00:00.0,8326,PENDING
339,340,2013-07-26 00:00:00.0,7995,PENDING_PAYMENT
340,341,2013-07-26 00:00:00.0,10128,CLOSED
341,342,2013-07-26 00:00:00.0,8809,ON_HOLD
342,343,2013-07-26 00:00:00.0,10952,COMPLETE
343,344,2013-07-26 00:00:00.0,2816,PENDING
344,345,2013-07-26 00:00:00.0,11040,PROCESSING
345,346,2013-07-26 00:00:00.0,3646,COMPLETE
346,347,2013-07-27 00:00:00.0,11662,COMPLETE
347,348,2013-07-27 00:00:00.0,12120,COMPLETE
348,349,2013-07-27 00:00:00.0,9103,COMPLETE
349,350,2013-07-27 00:00:00.0,10672,COMPLETE
350,351,2013-07-27 00:00:00.0,12049,COMPLETE
351,352,2013-07-27 00:00:00.0,1977,PENDING_PAYMENT
352,353,2013-07-27 00:00:00.0,2234,PROCESSING
353,354,2013-07-27 00:00:00.0,5862,PROCESSING
354,355,2013-07-27 00:00:00.0,11682,PROCESSING
355,356,2013-07-27 00:00:00.0,2209,PENDING
356,357,2013-07-27 00:00:00.0,2685,COMPLETE
357,358,2013-07-27 00:00:00.0,2979,PENDING
358,359,2013-07-27 00:00:00.0,6020,PENDING_PAYMENT
359,360,2013-07-27 00:00:00.0,8020,COMPLETE
360,361,2013-07-27 00:00:00.0,8286,PROCESSING
361,362,2013-07-27 00:00:00.0,10167,PROCESSING
362,363,2013-07-27 00:00:00.0,3619,CLOSED
363,364,2013-07-27 00:00:00.0,6035,PROCESSING
364,365,2013-07-27 00:00:00.0,2400,PENDING_PAYMENT
365,366,2013-07-27 00:00:00.0,4422,PENDING_PAYMENT
366,367,2013-07-27 00:00:00.0,8730,PROCESSING
367,368,2013-07-27 00:00:00.0,5783,COMPLETE
368,369,2013-07-27 00:00:00.0,189,COMPLETE
369,370,2013-07-27 00:00:00.0,4791,PENDING_PAYMENT
370,371,2013-07-27 00:00:00.0,4428,PENDING_PAYMENT
371,372,2013-07-27 00:00:00.0,776,COMPLETE
372,373,2013-07-27 00:00:00.0,3630,PENDING
373,374,2013-07-27 00:00:00.0,5906,PROCESSING
374,375,2013-07-27 00:00:00.0,6561,PROCESSING
375,376,2013-07-27 00:00:00.0,1369,PENDING
376,377,2013-07-27 00:00:00.0,514,PROCESSING
377,378,2013-07-27 00:00:00.0,10071,PENDING_PAYMENT
378,379,2013-07-27 00:00:00.0,8735,PENDING_PAYMENT
379,380,2013-07-27 00:00:00.0,9505,PENDING_PAYMENT
380,381,2013-07-27 00:00:00.0,5756,ON_HOLD
381,382,2013-07-27 00:00:00.0,8143,PROCESSING
382,383,2013-07-27 00:00:00.0,10509,PENDING_PAYMENT
383,384,2013-07-27 00:00:00.0,2610,CLOSED
384,385,2013-07-27 00:00:00.0,10667,COMPLETE
385,386,2013-07-27 00:00:00.0,3568,PENDING
386,387,2013-07-27 00:00:00.0,7193,CLOSED
387,388,2013-07-27 00:00:00.0,2790,COMPLETE
388,389,2013-07-27 00:00:00.0,4435,COMPLETE
389,390,2013-07-27 00:00:00.0,5590,PENDING
390,391,2013-07-27 00:00:00.0,5816,PENDING_PAYMENT
391,392,2013-07-27 00:00:00.0,3238,PENDING
392,393,2013-07-27 00:00:00.0,1047,CLOSED
393,394,2013-07-27 00:00:00.0,76,PENDING_PAYMENT
394,395,2013-07-27 00:00:00.0,3934,COMPLETE
395,396,2013-07-27 00:00:00.0,9078,PAYMENT_REVIEW
396,397,2013-07-27 00:00:00.0,4476,CLOSED
397,398,2013-07-27 00:00:00.0,1365,ON_HOLD
398,399,2013-07-27 00:00:00.0,1473,PROCESSING
399,400,2013-07-27 00:00:00.0,5626,PENDING
400,401,2013-07-27 00:00:00.0,9692,PROCESSING
401,402,2013-07-27 00:00:00.0,9547,PENDING_PAYMENT
402,403,2013-07-27 00:00:00.0,4178,COMPLETE
403,404,2013-07-27 00:00:00.0,1478,CLOSED
404,405,2013-07-27 00:00:00.0,9498,COMPLETE
405,406,2013-07-27 00:00:00.0,9023,COMPLETE
406,407,2013-07-27 00:00:00.0,3333,PROCESSING
407,408,2013-07-27 00:00:00.0,2252,PAYMENT_REVIEW
408,409,2013-07-27 00:00:00.0,11102,PROCESSING
409,410,2013-07-27 00:00:00.0,1288,PENDING
410,411,2013-07-27 00:00:00.0,11164,SUSPECTED_FRAUD
411,412,2013-07-27 00:00:00.0,9397,COMPLETE
412,413,2013-07-27 00:00:00.0,7278,CLOSED
413,414,2013-07-27 00:00:00.0,11776,PENDING
414,415,2013-07-27 00:00:00.0,6110,CLOSED
415,416,2013-07-27 00:00:00.0,1561,COMPLETE
416,417,2013-07-27 00:00:00.0,11491,PENDING_PAYMENT
417,418,2013-07-27 00:00:00.0,4269,COMPLETE
418,419,2013-07-27 00:00:00.0,8987,PENDING_PAYMENT
419,420,2013-07-27 00:00:00.0,4632,COMPLETE
420,421,2013-07-27 00:00:00.0,7839,PENDING
421,422,2013-07-27 00:00:00.0,9664,COMPLETE
422,423,2013-07-27 00:00:00.0,9632,SUSPECTED_FRAUD
423,424,2013-07-27 00:00:00.0,2457,PROCESSING
424,425,2013-07-27 00:00:00.0,10481,PENDING_PAYMENT
425,426,2013-07-27 00:00:00.0,10419,COMPLETE
426,427,2013-07-27 00:00:00.0,6681,COMPLETE
427,428,2013-07-27 00:00:00.0,3487,COMPLETE
428,429,2013-07-27 00:00:00.0,8466,CLOSED
429,430,2013-07-27 00:00:00.0,10779,PENDING_PAYMENT
430,431,2013-07-27 00:00:00.0,4676,CLOSED
431,432,2013-07-27 00:00:00.0,1197,COMPLETE
432,433,2013-07-27 00:00:00.0,792,PROCESSING
433,434,2013-07-27 00:00:00.0,11390,PENDING_PAYMENT
434,435,2013-07-27 00:00:00.0,5719,CLOSED
435,436,2013-07-27 00:00:00.0,7610,PROCESSING
436,437,2013-07-27 00:00:00.0,5351,COMPLETE
437,438,2013-07-27 00:00:00.0,8256,COMPLETE
438,439,2013-07-27 00:00:00.0,9353,COMPLETE
439,440,2013-07-27 00:00:00.0,7290,COMPLETE
440,441,2013-07-27 00:00:00.0,5239,PENDING_PAYMENT
441,442,2013-07-27 00:00:00.0,8098,COMPLETE
442,443,2013-07-27 00:00:00.0,8499,CLOSED
443,444,2013-07-27 00:00:00.0,10004,COMPLETE
444,445,2013-07-27 00:00:00.0,3859,PENDING
445,446,2013-07-27 00:00:00.0,7620,PENDING_PAYMENT
446,447,2013-07-27 00:00:00.0,8737,CLOSED
447,448,2013-07-27 00:00:00.0,7167,COMPLETE
448,449,2013-07-27 00:00:00.0,409,CLOSED
449,450,2013-07-27 00:00:00.0,5085,ON_HOLD
450,451,2013-07-27 00:00:00.0,10104,PENDING
451,452,2013-07-27 00:00:00.0,5128,COMPLETE
452,453,2013-07-27 00:00:00.0,381,SUSPECTED_FRAUD
453,454,2013-07-27 00:00:00.0,5933,PENDING_PAYMENT
454,455,2013-07-27 00:00:00.0,6575,PENDING
455,456,2013-07-27 00:00:00.0,11295,CLOSED
456,457,2013-07-27 00:00:00.0,4036,PENDING_PAYMENT
457,458,2013-07-27 00:00:00.0,5358,COMPLETE
458,459,2013-07-27 00:00:00.0,3687,COMPLETE
459,460,2013-07-27 00:00:00.0,2521,PENDING_PAYMENT
460,461,2013-07-27 00:00:00.0,8398,CLOSED
461,462,2013-07-27 00:00:00.0,5454,PROCESSING
462,463,2013-07-27 00:00:00.0,8709,COMPLETE
463,464,2013-07-27 00:00:00.0,7114,COMPLETE
